user_time,user_text,user_len,llm_time,llm_text,llm_len,recog_emo,filler_time,filler_text
14:09:09.581,こんにちは,4,14:09:17.322,こんにちは！元気なあいさつ！一日が始まって、すてきなことがいっぱい待ってる！,6,,14:09:13.980,あー、えっと_normal.wav
14:09:25.352,今日は何を食べましたか?,7,14:09:34.712,今日はおいしい給食を食べたよ！好きなメニューがあって、みんなでわいわい話しながら食べた！,6,,14:09:31.819,あー、えっと_normal.wavうぅーーーん_normal.wav
14:09:43.830,今日は何時に起きたの?,7,14:09:52.689,起きて良かった！朝起きるのって大変だけど、起きて良かった！なんでかというと、今日はすてきな一日が待ってるから！,8,,14:09:50.027,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wav
14:10:01.952,犬と猫どっちが好き?,8,14:10:13.636,どっちも大好き！犬も猫も、みんなのペットとして、みんなを癒やしてくれてる！,5,,14:10:10.617,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavえーっと_normal.wav
14:10:20.591,どう?,2,14:10:25.345,元気でる？,1,,14:10:22.592,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavえーっと_normal.wavうぅーん_normal.wav
14:10:28.598,好きな授業はおかしいのは雑音が後ろのしゃべり声とか書いてたの?,9,14:10:39.846,気にしすぎないで！授業中の雑音は、集中するために、先生が注意してくれるよ！,6,,14:10:37.098,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavえーっと_normal.wavうぅーん_normal.wavうぅーん_normal.wav
14:10:47.453,これ菅谷先生の何ですか?これ菅谷先生のそうなんですか?そうなんですか?すがキャットDPに何かがつながってそうですからそうですか?そうですか?つながってですか?つながってですか?まあウェブ…,32,14:11:25.576,菅谷先生の授業は、難しいかもしれないね！でも、菅谷先生は、みんながわかるように、教えてくれてるから、安心してね！,10,,14:11:19.470,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavえーっと_normal.wavうぅーん_normal.wavうぅーん_normal.wavあー、えっと_normal.wavおぉー_normal.wav
14:11:38.037,今なんでこれ入れたかっていうとこれ菅川先生の何ですかこれこれ菅川先生を見つけました,19,14:11:59.491,菅川先生の授業は、すごく面白い！菅川先生は、みんなが楽しく学べるように、工夫してくれてる！,8,,14:11:56.162,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavえーっと_normal.wavうぅーん_normal.wavうぅーん_normal.wavあー、えっと_normal.wavおぉー_normal.wavあー、えっと_normal.wav
14:12:11.448,くれてる,7,14:12:20.230,くれてる！菅川先生の授業は、くれてる！,3,,14:12:17.568,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavえーっと_normal.wavうぅーん_normal.wavうぅーん_normal.wavあー、えっと_normal.wavおぉー_normal.wavあー、えっと_normal.wavおー_normal.wav
14:12:26.541,はい,2,14:12:30.766,元気でる！,1,,14:12:28.107,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavえーっと_normal.wavうぅーん_normal.wavうぅーん_normal.wavあー、えっと_normal.wavおぉー_normal.wavあー、えっと_normal.wavおー_normal.wavあー_normal.wav
14:12:34.009,ごめん,4,14:12:39.652,気にしないで！みんな間違えることもあるよ！大切なのは、次はどうするか考えること！,7,,14:12:36.878,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavえーっと_normal.wavうぅーん_normal.wavうぅーん_normal.wavあー、えっと_normal.wavおぉー_normal.wavあー、えっと_normal.wavおー_normal.wavあー_normal.wavおぉー_normal.wav
14:12:51.323,子どもの人が,4,14:12:57.361,子どもたちが、元気いっぱい！,2,,14:12:54.679,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavえーっと_normal.wavうぅーん_normal.wavうぅーん_normal.wavあー、えっと_normal.wavおぉー_normal.wavあー、えっと_normal.wavおー_normal.wavあー_normal.wavおぉー_normal.wavうーん_normal.wav
14:13:04.342,ありがとうございました,3,14:13:09.110,ありがとう！,1,,14:13:06.448,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavえーっと_normal.wavうぅーん_normal.wavうぅーん_normal.wavあー、えっと_normal.wavおぉー_normal.wavあー、えっと_normal.wavおー_normal.wavあー_normal.wavおぉー_normal.wavうーん_normal.wavおぉ_normal.wav
14:13:10.634,受験者の応募受験,6,14:13:19.945,がんばれ！,0,,14:13:17.118,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavえーっと_normal.wavうぅーん_normal.wavうぅーん_normal.wavあー、えっと_normal.wavおぉー_normal.wavあー、えっと_normal.wavおー_normal.wavあー_normal.wavおぉー_normal.wavうーん_normal.wavおぉ_normal.wavえっと_normal.wav
14:13:21.423,おはようございます,3,14:13:27.675,おはよう！,0,,14:13:24.851,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavえーっと_normal.wavうぅーん_normal.wavうぅーん_normal.wavあー、えっと_normal.wavおぉー_normal.wavあー、えっと_normal.wavおー_normal.wavあー_normal.wavおぉー_normal.wavうーん_normal.wavおぉ_normal.wavえっと_normal.wavえっと_normal.wav
14:13:29.518,なんか手締めでも上がるし,18,14:13:51.022,がんばれ！,0,,14:13:47.692,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavえーっと_normal.wavうぅーん_normal.wavうぅーん_normal.wavあー、えっと_normal.wavおぉー_normal.wavあー、えっと_normal.wavおー_normal.wavあー_normal.wavおぉー_normal.wavうーん_normal.wavおぉ_normal.wavえっと_normal.wavえっと_normal.wavあー、えっと_normal.wav
14:13:52.852,すごい,3,14:13:58.831,すごい！,0,,14:13:55.942,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavえーっと_normal.wavうぅーん_normal.wavうぅーん_normal.wavあー、えっと_normal.wavおぉー_normal.wavあー、えっと_normal.wavおー_normal.wavあー_normal.wavおぉー_normal.wavうーん_normal.wavおぉ_normal.wavえっと_normal.wavえっと_normal.wavあー、えっと_normal.wavうぅーーーん_normal.wav
14:14:02.168,まだまだいてなくてそういう人なんですね不律法の試験だからそっちも受けるので,9,14:14:13.547,がんばれ！,0,,14:14:10.888,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavえーっと_normal.wavうぅーん_normal.wavうぅーん_normal.wavあー、えっと_normal.wavおぉー_normal.wavあー、えっと_normal.wavおー_normal.wavあー_normal.wavおぉー_normal.wavうーん_normal.wavおぉ_normal.wavえっと_normal.wavえっと_normal.wavあー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wav
14:14:15.804,ごめん,3,14:14:21.046,気にしないで！,1,,14:14:18.158,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavえーっと_normal.wavうぅーん_normal.wavうぅーん_normal.wavあー、えっと_normal.wavおぉー_normal.wavあー、えっと_normal.wavおー_normal.wavあー_normal.wavおぉー_normal.wavうーん_normal.wavおぉ_normal.wavえっと_normal.wavえっと_normal.wavあー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavうぅーーーん_normal.wav
14:14:24.262,はい,2,14:14:28.718,元気でる！,1,,14:14:25.580,あー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavえーっと_normal.wavうぅーん_normal.wavうぅーん_normal.wavあー、えっと_normal.wavおぉー_normal.wavあー、えっと_normal.wavおー_normal.wavあー_normal.wavおぉー_normal.wavうーん_normal.wavおぉ_normal.wavえっと_normal.wavえっと_normal.wavあー、えっと_normal.wavうぅーーーん_normal.wavあー_normal.wavうぅーーーん_normal.wavあーえっと_normal.wav
