user_time,user_text,user_len,llm_time,llm_text,llm_len,recog_emo,filler_time,filler_text
15:41:24.893,じゃんけん落ちましょう,4,15:41:31.826,やったね！じゃんけん、始まるよ！,2,,15:41:28.930,うぅーーーん_normal.wav
15:41:35.582,私がゲームを出すからチョキを出してくださいね,11,15:41:49.291,わくわく！チョキ、出すね！,2,,15:41:46.272,うぅーーーん_normal.wavえーっと_normal.wav
15:41:52.631,ごめん,2,15:41:57.515,気にしない！次は私が出すから、またやり直そう！,4,,15:41:54.631,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wav
15:42:03.268,どういうこと?,5,15:42:10.604,ごめんね！私がチョキを出して、次はあなたの番！,4,,15:42:07.830,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wavあぁー_normal.wav
15:42:16.655,これはじゃんけんではありません次はしりとりをしましょう,8,15:42:27.317,しりとり、始まるよ！,2,,15:42:24.253,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wavあぁー_normal.wavうん、うん_normal.wav
15:42:35.315,しりとりのりはしりとりの最後の文字はリですねリーから始まるものを言ってください,8,15:42:45.363,しりとり、次はリーから始まるものね！ライオン！,3,,15:42:42.704,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wavあぁー_normal.wavうん、うん_normal.wavおー_normal.wav
15:42:51.949,はいあなたは運を言いましたあなたはあなたですはい一番最低です,9,15:43:02.845,しりとり、次はイから始まるものね！イチゴ！,3,,15:43:00.096,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wavあぁー_normal.wavうん、うん_normal.wavおー_normal.wavうぅーん_normal.wav
15:43:09.457,はいゴリ,3,15:43:15.035,しりとり、次はイから始まるものね！イカ！,3,,15:43:12.016,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wavあぁー_normal.wavうん、うん_normal.wavおー_normal.wavうぅーん_normal.wavえーっと_normal.wav
15:43:25.106,かもめ,2,15:43:29.541,かもめって、すごくカッコいい名前だよね！海を自由に飛び回って、風を切って、海面を滑るように泳ぐ姿は、本当にスリル満点！「かもめは、海のパイロット！」って呼びたいくらいだよ！,14,,15:43:26.883,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wavあぁー_normal.wavうん、うん_normal.wavおー_normal.wavうぅーん_normal.wavえーっと_normal.wavおぉ_normal.wav
15:43:44.940,ちゃんとするしりとりはじゃねえ,4,15:43:51.451,かもめの次は「エ」で始まる言葉だよね！「エネルギー」はどう？,5,,15:43:48.627,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wavあぁー_normal.wavうん、うん_normal.wavおー_normal.wavうぅーん_normal.wavえーっと_normal.wavおぉ_normal.wavえっと_normal.wav
15:43:57.595,はい次はEですそれよりカモメの目は目ですよ絵ではありませんよエネルギーのEはイチゴ,12,15:44:12.578,サンキュー！カモメの目が目で、絵じゃないって、面白いね！イチゴのEは、すごく新しい！「イチゴ」で始まる言葉は、「おいしい」！,10,,15:44:09.514,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wavあぁー_normal.wavうん、うん_normal.wavおー_normal.wavうぅーん_normal.wavえーっと_normal.wavおぉ_normal.wavえっと_normal.wavうん、うん_normal.wav
15:44:24.815,あんたいつも言葉を間違えていますねおいしいの時は言いは理だとも違いますあといちごの5がOとは変わりません次いきましょう,19,15:44:46.009,ごめんごめん！間違えちゃった！「おいしい」は「言いは理」で、イチゴの5はOで、確かに変換ミス！次、頑張るね！,9,,15:44:43.120,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wavあぁー_normal.wavうん、うん_normal.wavおー_normal.wavうぅーん_normal.wavえーっと_normal.wavおぉ_normal.wavえっと_normal.wavうん、うん_normal.wavうぅーーーん_normal.wav
15:44:57.109,いや頑張るねっていうかお前,4,15:45:03.715,ハハハ、ごめんごめん！「お前」は、強い言葉で、傷つけるつもりはないから、ごめん！,7,,15:45:00.941,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wavあぁー_normal.wavうん、うん_normal.wavおー_normal.wavうぅーん_normal.wavえーっと_normal.wavおぉ_normal.wavえっと_normal.wavうん、うん_normal.wavうぅーーーん_normal.wavあぁー_normal.wav
15:45:11.965,はい次は人生ゲームをやりましょうね,14,15:45:28.112,人生ゲーム、面白そう！ルールは、簡単で、人生の様々な場面を、ゲームで体験するのさ！,8,,15:45:25.454,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wavあぁー_normal.wavうん、うん_normal.wavおー_normal.wavうぅーん_normal.wavえーっと_normal.wavおぉ_normal.wavえっと_normal.wavうん、うん_normal.wavうぅーーーん_normal.wavあぁー_normal.wavおー_normal.wav
15:45:37.268,うん,4,15:45:43.551,次の出発点は「や」で始まる言葉！,3,,15:45:40.802,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wavあぁー_normal.wavうん、うん_normal.wavおー_normal.wavうぅーん_normal.wavえーっと_normal.wavおぉ_normal.wavえっと_normal.wavうん、うん_normal.wavうぅーーーん_normal.wavあぁー_normal.wavおー_normal.wavうぅーん_normal.wav
15:45:47.785,いいよいいよ野球僕のやらせて,6,15:45:56.701,野球！面白い選択！次の出発点は「ル」で始まる言葉！,5,,15:45:54.043,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wavあぁー_normal.wavうん、うん_normal.wavおー_normal.wavうぅーん_normal.wavえーっと_normal.wavおぉ_normal.wavえっと_normal.wavうん、うん_normal.wavうぅーーーん_normal.wavあぁー_normal.wavおー_normal.wavうぅーん_normal.wavおー_normal.wav
15:46:04.384,りんご,6,15:46:12.405,りんご！美味しい選択！次の出発点は「オ」で始まる言葉！,5,,15:46:09.582,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wavあぁー_normal.wavうん、うん_normal.wavおー_normal.wavうぅーん_normal.wavえーっと_normal.wavおぉ_normal.wavえっと_normal.wavうん、うん_normal.wavうぅーーーん_normal.wavあぁー_normal.wavおー_normal.wavうぅーん_normal.wavおー_normal.wavえっと_normal.wav
15:46:20.267,おかしい,3,15:46:25.310,おかしい！面白い選択！次の出発点は「イ」で始まる言葉！,6,,15:46:22.536,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wavあぁー_normal.wavうん、うん_normal.wavおー_normal.wavうぅーん_normal.wavえーっと_normal.wavおぉ_normal.wavえっと_normal.wavうん、うん_normal.wavうぅーーーん_normal.wavあぁー_normal.wavおー_normal.wavうぅーん_normal.wavおー_normal.wavえっと_normal.wavおぉー_normal.wav
15:46:32.057,おぶしい,8,15:46:43.024,おぶしい！すごい選択！次の出発点は「イ」で始まる言葉！,5,,15:46:40.321,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wavあぁー_normal.wavうん、うん_normal.wavおー_normal.wavうぅーん_normal.wavえーっと_normal.wavおぉ_normal.wavえっと_normal.wavうん、うん_normal.wavうぅーーーん_normal.wavあぁー_normal.wavおー_normal.wavうぅーん_normal.wavおー_normal.wavえっと_normal.wavおぉー_normal.wavはい_normal.wav
15:46:49.953,さようなら,2,15:46:54.795,さようなら！寂しい選択！次の出発点は「ア」で始まる言葉！,6,,15:46:51.731,うぅーーーん_normal.wavえーっと_normal.wavえっとね_normal.wavあぁー_normal.wavうん、うん_normal.wavおー_normal.wavうぅーん_normal.wavえーっと_normal.wavおぉ_normal.wavえっと_normal.wavうん、うん_normal.wavうぅーーーん_normal.wavあぁー_normal.wavおー_normal.wavうぅーん_normal.wavおー_normal.wavえっと_normal.wavおぉー_normal.wavはい_normal.wavうん、うん_normal.wav
