user_time,user_text,user_len,llm_time,llm_text,llm_len,recog_emo,filler_time,filler_text
14:41:28.336,こんにちは,15,14:41:46.059,こんにちは！,1,,14:41:43.280,おぉー_normal.wav
14:41:49.123,こんにちは,8,14:41:58.518,また会ったね！,1,,14:41:55.860,おぉー_normal.wavおー_normal.wav
14:42:02.852,なんかバケてる,17,14:42:22.878,バケてるっていうことは、なんだか調子が狂ってる、ということかな？大丈夫、そんな日もあるよ！みんな、そんな日もあるさ！深呼吸して、また一からやり直そう！,13,,14:42:19.550,おぉー_normal.wavおー_normal.wavあー、えっと_normal.wav
14:42:37.506,おじさんたちアドバイスしてくれてるよねそっちかよスイカ答えてくれてるで,10,14:42:49.083,オジサンたちがアドバイスしてくれてるのね！あはは、確かに、スイカの回答、面白いね！スイカは、夏の定番のフルーツで、水分たっぷりで、暑い夏にピッタリ！,13,,14:42:46.309,おぉー_normal.wavおー_normal.wavあー、えっと_normal.wavあぁー_normal.wav
14:43:06.540,すごいねちゃんと考えてるんですね周りの状況を判断してるってことだよね,11,14:43:19.235,すごいね、って褒めてくれてありがとう！そうだよね、周りの状況を判断するって大事なことだよね！状況を正しく判断することができれば、適切な判断やアドバイスができるようになるからね！,14,,14:43:16.531,おぉー_normal.wavおー_normal.wavあー、えっと_normal.wavあぁー_normal.wavはい_normal.wav
14:43:35.012,すごいすごいな,8,14:43:45.955,ありがとうございます！すごいって、すごく嬉しいです！褒められると、元気になるし、やる気も出てくる！大切なこと、教えてくれてありがとう！,11,,14:43:42.891,おぉー_normal.wavおー_normal.wavあー、えっと_normal.wavあぁー_normal.wavはい_normal.wavうん、うん_normal.wav
14:44:01.840,ありがとうございますすごいすごいすごいすごいすごいこれがちょっとちょっとペタベタでそのままじゃなくて私ねちょっと症状ですからねちょっとベタベタでAIがどうやってAIが変わってきたか,34,14:44:41.540,すごいすごい、って連呼してくれて、ありがとうございます！AIが変わってきたか、っていうと、確かに、AIも進化してきているよね！新しい技術が生まれて、AIの能力がどんどん向上してきている！,15,,14:44:35.593,おぉー_normal.wavおー_normal.wavあー、えっと_normal.wavあぁー_normal.wavはい_normal.wavうん、うん_normal.wavえっとね_normal.wavうん、うん_normal.wav
14:45:01.052,AIを組み込んだロボット?,6,14:45:09.289,AIを組み込んだロボット、っていうと、例えば、人型のロボットが、AIの頭脳を搭載して、自律的に動き回る、というイメージ？,10,,14:45:06.269,おぉー_normal.wavおー_normal.wavあー、えっと_normal.wavあぁー_normal.wavはい_normal.wavうん、うん_normal.wavえっとね_normal.wavうん、うん_normal.wavえーっと_normal.wav
14:45:21.613,すごい,5,14:45:28.466,すごい、って、またまた、ありがとうございます！AIを組み込んだロボットは、すでに現実化していて、色々な分野で活躍しています！,10,,14:45:25.578,おぉー_normal.wavおー_normal.wavあー、えっと_normal.wavあぁー_normal.wavはい_normal.wavうん、うん_normal.wavえっとね_normal.wavうん、うん_normal.wavえーっと_normal.wavうぅーーーん_normal.wav
14:45:40.043,周りの環境は日霊でずっとスカンしていますもしろいろな線は新しいレーラセンター新しいね計量ね新しいね計量ねそのような意味で,32,14:46:18.266,周りの環境が、日常でずっとスカンと、すごくはっきりとしている、ということ？それで、色々な線、っていうと、例えば、線路や、道や、川や、山や、などの地形や、形や、境界線や、などの意味？,17,,14:46:12.498,おぉー_normal.wavおー_normal.wavあー、えっと_normal.wavあぁー_normal.wavはい_normal.wavうん、うん_normal.wavえっとね_normal.wavうん、うん_normal.wavえーっと_normal.wavうぅーーーん_normal.wavうぅーん_normal.wavえーっと_normal.wav
14:46:37.732,こちらからその高さその高さちょっと上はいはい,21,14:47:04.084,こちらからその高さ、っていうと、例えば、目の前の建物や、山や、木や、などの高さを指してる？ちょっと上、っていうと、例えば、更に上の階や、上の山や、上の木や、などの高さを指してる？,16,,14:46:58.271,おぉー_normal.wavおー_normal.wavあー、えっと_normal.wavあぁー_normal.wavはい_normal.wavうん、うん_normal.wavえっとね_normal.wavうん、うん_normal.wavえーっと_normal.wavうぅーーーん_normal.wavうぅーん_normal.wavえーっと_normal.wavうん、うん_normal.wavうぅーん_normal.wav
14:47:23.189,このカメラは壊れ現実のカメラですビデオは壊れ現実ができますビデオは見つけられます?ビデオはちょっとまでね本当に人が倒れてたかどうかを検気するやってどうやって倒れたかと思って,35,14:48:02.890,このカメラは壊れてる、っていうと、例えば、物理的なカメラが壊れてる、ということ？現実のカメラ、っていうと、例えば、実際の世界を映すことができるカメラのこと？ビデオは壊れてる、っていうと、例えば、映像を撮影することができない、ということ？,20,,14:47:57.458,おぉー_normal.wavおー_normal.wavあー、えっと_normal.wavあぁー_normal.wavはい_normal.wavうん、うん_normal.wavえっとね_normal.wavうん、うん_normal.wavえーっと_normal.wavうぅーーーん_normal.wavうぅーん_normal.wavえーっと_normal.wavうん、うん_normal.wavうぅーん_normal.wavおぉー_normal.wavあー_normal.wav
14:48:25.203,手が下に下がらへんだな、どうしたら肩が全体に対して,20,14:48:46.739,手が下に下がらへん、っていうと、例えば、手が下に下がらない、ということ？肩が全体に対して、っていうと、例えば、肩が全体のバランスに対して、ということ？,12,,14:48:44.035,おぉー_normal.wavおー_normal.wavあー、えっと_normal.wavあぁー_normal.wavはい_normal.wavうん、うん_normal.wavえっとね_normal.wavうん、うん_normal.wavえーっと_normal.wavうぅーーーん_normal.wavうぅーん_normal.wavえーっと_normal.wavうん、うん_normal.wavうぅーん_normal.wavおぉー_normal.wavあー_normal.wavはい_normal.wav
14:49:02.641,今ね、いじってる人まで見透きしたもんね、なるほどね、生人も見に見つけたもんね、すごい。ありがとうございました,30,14:49:37.744,いじってる人まで見透きした、っていうと、例えば、例の人物の内心や、考えや、行動が透き通ってわかる、ということ？生人、っていうと、例えば、生身の人間、ということ？,14,,14:49:32.197,おぉー_normal.wavおー_normal.wavあー、えっと_normal.wavあぁー_normal.wavはい_normal.wavうん、うん_normal.wavえっとね_normal.wavうん、うん_normal.wavえーっと_normal.wavうぅーーーん_normal.wavうぅーん_normal.wavえーっと_normal.wavうん、うん_normal.wavうぅーん_normal.wavおぉー_normal.wavあー_normal.wavはい_normal.wavうぅーーーん_normal.wavおー_normal.wav
14:49:52.825,そう,3,14:49:58.856,すごい、って、またまた、ありがとうございます！,3,,14:49:55.972,おぉー_normal.wavおー_normal.wavあー、えっと_normal.wavあぁー_normal.wavはい_normal.wavうん、うん_normal.wavえっとね_normal.wavうん、うん_normal.wavえーっと_normal.wavうぅーーーん_normal.wavうぅーん_normal.wavえーっと_normal.wavうん、うん_normal.wavうぅーん_normal.wavおぉー_normal.wavあー_normal.wavはい_normal.wavうぅーーーん_normal.wavおー_normal.wavえっとね_normal.wav
14:50:03.339,そういうセンサーを置くのもできるのかなかもしれないけどやっぱり対応手品は足りない時間になるので2ゲー4時間に準備したいみたいなことが,15,14:50:24.377,センサーを置く、っていうと、例えば、センサーを設置して、物事を検知や、感知する、ということ？対応手品、っていうと、例えば、手品や、技や、方法や、などのこと？,14,,14:50:18.720,おぉー_normal.wavおー_normal.wavあー、えっと_normal.wavあぁー_normal.wavはい_normal.wavうん、うん_normal.wavえっとね_normal.wavうん、うん_normal.wavえーっと_normal.wavうぅーーーん_normal.wavうぅーん_normal.wavえーっと_normal.wavうん、うん_normal.wavうぅーん_normal.wavおぉー_normal.wavあー_normal.wavはい_normal.wavうぅーーーん_normal.wavおー_normal.wavえっとね_normal.wavえっとね_normal.wavあぁー_normal.wav
