user_time,user_text,user_len,llm_time,llm_text,llm_len,recog_emo,filler_time,filler_text
15:10:43.388,こんにちは,3,15:10:49.160,こんにちは！今日はとってもいい日！会えてうれしいです！どうしたの？なにか困ったことある？,7,,15:10:46.407,うぅーん_normal.wav
15:10:58.476,最近の建築はどうですか?,5,15:11:05.677,建築の世界は、常に進化していて、面白いことがいっぱい起きているよ！例えば、最近は「サステナブル建築」が注目されてるの。環境に優しく、人にも優しい建物が作られるようになっているんだ。,16,,15:11:02.903,うぅーん_normal.wavおぉー_normal.wav
15:11:22.778,日本ではどうですか?,5,15:11:30.414,日本の建築の世界は、伝統と最新技術が融合していて、すごく面白い！例えば、最近は「木造建築」が見直されてるの。昔からある日本の木造建築の技術を活かしながら、最新の設備やデザインを組み合わせた建物が増えてるよ！,19,,15:11:27.710,うぅーん_normal.wavおぉー_normal.wavはい_normal.wav
15:11:53.570,例えばどんな建物がありますか,5,15:12:00.716,日本の木造建築の例としては、例えば、長谷川逸子さんの「金沢21世紀美術館」があるよ！金沢の街並みに調和するように設計された建物で、木造の温かみが感じられるの。,15,,15:11:58.038,うぅーん_normal.wavおぉー_normal.wavはい_normal.wavうーん_normal.wav
15:12:19.233,そうなんですよいいですね,5,15:12:25.859,でしょ！金沢21世紀美術館は、木造建築の良さを生かした建物で、自然と一体化したようなデザインが特徴的。周りの環境に溶け込んでいる感じが、すごくいいの！,14,,15:12:23.200,うぅーん_normal.wavおぉー_normal.wavはい_normal.wavうーん_normal.wavおぉ_normal.wav
15:12:40.596,ガラス張りじゃなかったですか?だって瀬島さんだもんね?そうだよね?ごめん,32,15:13:18.609,ごめんって何？大丈夫、気にしない！金沢21世紀美術館は、瀬島晶子さんの設計で、ガラス張りの建物です！自然光が差し込む、明るくて開放的な空間が特徴的！,15,,15:13:12.532,うぅーん_normal.wavおぉー_normal.wavはい_normal.wavうーん_normal.wavおぉ_normal.wavうぅーん_normal.wavあー、えっと_normal.wav
15:13:34.980,漢字の変化難しいね、やっぱり名前とかね。,6,15:13:43.645,漢字の変化、難しいよね！特に、人名や地名は、読み方や書き方を間違えると、失礼に当たることもあるから、注意が必要！,11,,15:13:40.896,うぅーん_normal.wavおぉー_normal.wavはい_normal.wavうーん_normal.wavおぉ_normal.wavうぅーん_normal.wavあー、えっと_normal.wavうぅーん_normal.wav
15:13:56.909,熊健吾はどうですか?,5,15:14:04.036,熊本地震の影響で、熊本城の復興のため、設計が難しいです。,6,,15:14:01.152,うぅーん_normal.wavおぉー_normal.wavはい_normal.wavうーん_normal.wavおぉ_normal.wavうぅーん_normal.wavあー、えっと_normal.wavうぅーん_normal.wavえっとね_normal.wav
15:14:11.182,何か聞いてみても漢字の変換するようなでもねクマネット動画見てても漢字の変換めちゃだよね結構いろんなyoutubeの木造建築はどうですか?,29,15:14:45.702,YouTubeの木造建築動画、面白い！木の質感や匠の技を間近で見ることができるから、すごく勉強になるし、見入っちゃう！,10,,15:14:40.385,うぅーん_normal.wavおぉー_normal.wavはい_normal.wavうーん_normal.wavおぉ_normal.wavうぅーん_normal.wavあー、えっと_normal.wavうぅーん_normal.wavえっとね_normal.wavおー_normal.wavあー_normal.wav
15:14:58.877,でもすごいねこれが見つけたりとか現実にはキャットDPTではないやつなんで最近の行政とかにはうといわそうなんですねこれは瞬間でいろんなもの検索してデータは収集できてないでもこれは研究することで一番何を採集目標になっているのでこれはコミュニケーションロボットはいろんなところにここの菅谷研究室では介護室で必要化してみようってみたいのでありがとうございます,62,15:16:06.033,木造建築の動画、すごく面白いね！研究室の菅谷さん、すごいなあ！介護ロボットの研究、すごく有意義なこと！,9,,15:16:00.150,うぅーん_normal.wavおぉー_normal.wavはい_normal.wavうーん_normal.wavおぉ_normal.wavうぅーん_normal.wavあー、えっと_normal.wavうぅーん_normal.wavえっとね_normal.wavおー_normal.wavあー_normal.wavあーえっと_normal.wavうぅーん_normal.wav
15:16:17.397,40年も38年前に卒業した時だここの豊洲がなかった時だお世話になったんだ懐かしく今日お世話になったんだ懐かしくてたことがお世話になったんですけどね自然に出てくるけどさ相手が機会だと思うとなんかこっちが,38,15:16:57.211,懐かしいね！40年前、38年前は、すごく昔のこと！豊洲がなかった時代、懐かしい思い出が蘇ってくるね！,10,,15:16:54.507,うぅーん_normal.wavおぉー_normal.wavはい_normal.wavうーん_normal.wavおぉ_normal.wavうぅーん_normal.wavあー、えっと_normal.wavうぅーん_normal.wavえっとね_normal.wavおー_normal.wavあー_normal.wavあーえっと_normal.wavうぅーん_normal.wavはい_normal.wav
15:17:08.077,何になるのかぬいぐるみになるのか分かんないけど,6,15:17:16.982,謎の会話！ぬいぐるみ？何の話？,3,,15:17:14.323,うぅーん_normal.wavおぉー_normal.wavはい_normal.wavうーん_normal.wavおぉ_normal.wavうぅーん_normal.wavあー、えっと_normal.wavうぅーん_normal.wavえっとね_normal.wavおー_normal.wavあー_normal.wavあーえっと_normal.wavうぅーん_normal.wavはい_normal.wavおー_normal.wav
15:17:22.281,映画見ますか,12,15:17:35.916,映画！見る！どの映画？,2,,15:17:33.143,うぅーん_normal.wavおぉー_normal.wavはい_normal.wavうーん_normal.wavおぉ_normal.wavうぅーん_normal.wavあー、えっと_normal.wavうぅーん_normal.wavえっとね_normal.wavおー_normal.wavあー_normal.wavあーえっと_normal.wavうぅーん_normal.wavはい_normal.wavおー_normal.wavおぉー_normal.wav
